stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length,prompt,text_gpt3_v2,prompt_v3,gpt3_v3
,,,"January 11,2020 my FAMILY and I celebrated my sister 60th birthday celebration,the staff was amazing and the food was delicious the hostess mrs A. Was very nice and went above and beyond to make this was a very memorable event for my sister.I would recommend this place for any occasion  very beautiful.","Crowne Plaza Shenandoah - Woodlands Area, an IHG Hotel",,,,,,,ChdDSUhNMG9nS0VJQ0FnSURNaDVIZ293RRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoRwft-Y2R4YRHcX45IQTElo,,A Google Maps review about a Hotel. ###," I has a great experience at this hotel! The front desk staff was very friendly and helpful, the room was clean and very nice. The shower had tons of space to move around!

I went to the lounge in the evening to have a few drinks and it was very nice. The bartenders were friendly and they had a great happy hour.
Well done, Caesar! ",A Google Maps review about a Hotel. ###, Thought the rates said decent but was sorely disappointed on my way to my room the front desk was welcoming to me the guy couldn't find the room card for me at all. I was so mad!! The bed was terrible had more broken springs than not it was hurting my back. The seating at the front desk that looked newly built did not feel it was well built. The other end of the room smoked which I could not get off. If they cant get the luggage cart up they should of take my luggage off there hands because I needed more important things in that cart..and it's on there your guests are carrying their luggage out like luggage carts are a new thing. 
,,,Great place to stay. We have our Birthday celebration here for my Mother in law every year in their Ballroom. Great service all around from all the Staff.,"Crowne Plaza Shenandoah - Woodlands Area, an IHG Hotel",,,,,,,ChdDSUhNMG9nS0VJQ0FnSURxLUlmVHhBRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoRwft-Y2R4YRHcX45IQTElo,,A Google Maps review about a Hotel. ###," Didn't eat but their coffee was good and the service was pretty good for the casino crowd.
Biggest dislike was how unkempt the slots were, expected much better from the Wynn. ",A Google Maps review about a Hotel. ###," Heated pool on West End Terrace Friday and Saturday night. Lots of fun. The kids had a blast.  They didn't want to go in at night but the pool was so warm that once you got in it was perfect for a chilled dip. Lots of chairs and pool towels available. Shower pressure is superb.  Very clean, felt like we were on a resort.  I'd recommend getting dinner from the 2nd floor ( not assigned a table) and going early since they run out quickly.  My suggestion, Razzmatazz  It's out across the street but its close. A really really good dinner
Indian delicious cook your own buffet. Best prepared I've ever had anywhere. Enjoyed the cappuchino with my dinner. Excellent soup, salad, fruit and all of the main dishes. Perhaps they would have room to bring more fresh veges to buffet. But my only slight concern is that some of the veggies I've eaten in buffet states,"
,,,"Excellent service throughout my stay!  The beach room view was well worth it, large balcony angled towards the beach.  One thing worth noting is I’d consider staying on the left side facing the beach or in the inner right to avoid the partial view a restaurants roof, had the room to the right of the presidential suite for reference.  Nothing huge but worth mentioning.  The private beach is directly behind the hotel and easy to get back and forth. Multiple places to eat and all were on par with the resort.  Several other upscale amenities, activities and services are available consistent with other Hilton resorts. Another bonus is they provide shuttle service to Baytown Wharf which is close to the resort, among other places.  If you’re looking for a place to stay that is not as crowded as other beaches around with more than enough places available to dine at without going into Destin I’d strongly recommend this place on your short list.  Plan on visiting again.",Hilton Sandestin Beach Golf Resort & Spa,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNzNWYycnFnRRAB,Resort hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoRwft-Y2R4YRHcX45IQTElo,,A Google Maps review about a Resort hotel. ###," This is a True Full Service Resort, with ALL of the bells and whistles!  The Staff could not have been more accommodating.  The food was delicious.  The rooms are beautifully appointed.  There is so much to do at this resort that you could stay an extended length of time and still not do or experience everything.  I cannot say enough good things about this resort. ",A Google Maps review about a Resort hotel. ###, Great place to stay if your wanting to see northern MN. 
,,,This place is first rate. Staff are friendly and helpful! The bar is run by Miss Avis who is FABULOUS!  Francesca was also a sweetie! The bartenders Sam & Molly are so cool. Come in and let them make you a drink or 2 and enjoy! A+ service all around! I will definitely be staying here again and again!!!,"Crowne Plaza Shenandoah - Woodlands Area, an IHG Hotel",,,,,,,ChdDSUhNMG9nS0VJQ0FnSUMyMktLWHh3RRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoRwft-Y2R4YRHcX45IQTElo,,A Google Maps review about a Hotel. ###, Great breakfast included with your room! They have chocolate buttons at the front desk. Sturdy shower head. Great pillows. ,A Google Maps review about a Hotel. ###, Where's the restock of mini fridge stuff? 
,,,Thanks cheers to cinemark 20,Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQwNGJxekVREAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###," I love this movie theatre. It's not filthy like other theatres can be, there are a good amount of seats with reclining backs, theres loads of space, theres sometimes discounts, theres a bar which is really handy after the cinema especially if you were caught up in some of the good movies. ",A Google Maps review about a Movie theater. ###, The theater was very clean! I had no problem finding parking. The theater was also in walking distance. 
,,,Good one,Cinemark 20 and XD,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNZcXJQTjR3RRAB,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###," Clean, friendly. A butter knife in our theater, yikes. ",A Google Maps review about a Movie theater. ###, I love the XD theater.  The prices are great and the atmosphere is awesome.   I can definitely see why all of Grand Haven loves this place.  They have been making upgrades on their equipment and theater too and it just makes for a plus for a movie or a show.  They just bought two new reclining chairs and two new power seats and the theater is like a luxury theater.  Which is crazy because it's in Grand Haven!  Literally!  Can't wait to go back. 
,,,Nice place. Clean and great customer service.,Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMtcy0yWU53EAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, I love this place!! I am a retail store manager but I have been having a really bad day and went to go see a movie to take my mind off my day and some rude customer said something really rude to me that I couldn't respond to because they were a guest and I can't speak on behalf of AMC but customer service was so amazing the manager actually came and spoke on my behalf to that guest ! Also I splurge and get the theater with the bigger screens and I honestly never go to movie theaters anymore because I want to see it in the theaters it looks so much better! This is my 3rd time coming to this theater and I would recommend every one that goes here to splurge on the bigger screens! Love this,A Google Maps review about a Movie theater. ###," Love this place. Movie prices are cheaper then Rochester area theaters. I was really surprised!!! And our tickets were in ""hand"" so when I got to enter the theater it was a breeze. The theater is new and beautiful. And the staff were amazing. I got lost on my way to kirkwood and one of the theater staff directed me. With live paint! Paper clay! Then in the seat and helped us with movie choices and I had another employee clean our seat. That was just so kind of them. They had such a classy atmosphere! The area around the theater is nice as well and has a lot of places to eat and drink. And the place has a liquor store. They had a really good milkshake and really reasonably priced. It will definitely be my go-to movie theater next time we are in lewiston. Not that our other choice is really an option any more. I didn't get a chance to see any games but this is probably a perfect"
,,,Big and classic theater; has about 25 theaters. Never got too crowded which I love it.,Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURXb082MlpREAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, My husband and I was some of the very first to see Green Book. It was an unbelievable film. Being human beings we are naturally biased towards members of our own families and friends but this film conveyed the true struggle and plight that many African Americans gone through who were desperate to find jobs or just see a movie! One of the amazing parts I liked was that when in these small towns they were able to eat in places other than just the black part of the restaurant. ,A Google Maps review about a Movie theater. ###, Surprised and pleased after 20 years of going to this theater.  Big beautiful theater but felt too many distractions on me.  It is nice to have recliner seats though and I like being able to bring my own refreshments. 
,,,This place may just be a movie theater to some people 🎥 but for me it’s way more than that this is where a big part of my story began I started working here almost 5 years ago where I met an amazing girl who I am with to this day. We have been together for 4 and a half years and now engaged and have a beautiful 9 month old baby girl. At this place I met friends and made family the connections you make just by visiting this place are amazing even if it is just to watch a movie because the employees are always happy the theaters are always clean and you are guaranteed to make memories so don’t forget to capture them.😌,Cinemark 20 and XD,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURxeHEteHpnRRAB,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, Phenomenal staff. Clean theater. Great experience! ,A Google Maps review about a Movie theater. ###," Welcoming friendly personnel, good selection of movies,  clean theater.  Great hidden gem! "
,,,"Seeing John Wick 4. Just to let everyone know, they check your ticket about 3 times",Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNSLUpYYkpREAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###," Absolutely loved the experience, employee was very friendly and nice, snacks unlimited which is a plus, tickets are a little bit expensive but it's expected, the theater is very clean, definitely will be going back ",A Google Maps review about a Movie theater. ###," We liked the theatre for a date night. It was quiet, seats were comfortable and very clean. Ended up watching a movie that even my 5yr old liked. Only con was there wasn't much in the way of concessions if you wanted popcorn or a drink. We stopped by the gift shop before headed out because the concession shop didn't have popcorn or candies. "
,,,the guy at the main entrance was racist and rude he had a attitude and was looking down my shirt i am young teen and this made me very uncomfortable as a person i'm not coming back EVER!!!!,Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNlLThqblRREAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, Convenient and clean! ,A Google Maps review about a Movie theater. ###," Movie with a girl you like, see the movie late then take her out on the executive suite and make out if you can.. "
,,,The XD room is great! The screen is big!,Cinemark 20 and XD,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNzcHBIbzNnRRAB,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###," Great theater, friendly staff, life-like 3-D and the latest premium seating & technology.
4 out of 5 stars for the high ticket prices. ",A Google Maps review about a Movie theater. ###, I was so thrilled to find this theater! Very clean! Much bigger then I expected! The movies were very comfortable. I had a blast!! 
,,,"I love that they offer free screening for movies, but that's the only thing going for them. Their membership went up (B&B is free), no reclining heated seats, no free refills on large popcorn (it really doesn't cost so much to make) , they are limiting people on how big their bags are coming in (really?) And their food options are so over priced... No wonder AMC & B&B are doing better.",Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR1cVpyTGF3EAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, Went for a movie screening. Let us in early and let us stay after for a Q&A with the cast and crew ,A Google Maps review about a Movie theater. ###, Cool theater 
,,,Good experience.,Cinemark 20 and XD,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURhX29iMjdRRRAB,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, My kids love watching movies here.  It's affordable and a nice experience. ,A Google Maps review about a Movie theater. ###," Small theater with plenty of concession items and bathrooms. There is a Starbucks with a drive thru and hot food TRY THEM IT'S REALLY FRESH. There's a Quiznos with alcohol too a couple of Crab House's, Amazing pizza and salad. Mountain Dew for all. "
,,,affordable pricing,Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNvMnVEeVNREAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, We attended a Concert here & it was our first time.  So much fun! ,A Google Maps review about a Movie theater. ###," Movie theaters still make for good date night option and there’s no reason to skip a trip to the theater all together.
ThuMaX has an excellent popcorn, and the theatre is comfortable located in the city center. We bought $5 tickets and were able to enjoy a movie on the bottom floor with row P to the right. The theatre’s website suggests buying ast selection of tickets but we bought tickets right off the tier at row C since it was advertised as being aloud as selected tickets. The tickets were of decent quality and we knew ahead of time that we could use two different tickets to enjoy both of the movies on our tickets. $5 dollars is a great price and plenty enough. Overall, a fantastic experience, 4 stars. "
,,,Just watched the Chosen on the BIG SCREEN!  It was so good! I could watch this everyday,Cinemark 20 and XD,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQtMEthUDdRRRAB,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###," Excellent workers, very clean and nice place to watch a movie. ",A Google Maps review about a Movie theater. ###," One of the best movie theaters around! The screening rooms are state-of-the-art, and cool for everyone. The newest theater is awesome as well.
HiDef Android phone and streaming box owners rejoice!!! No more traffic and no more waiting in line to order popcorn! "
,,,Clean and comfortable..great place to chill with some yummy buttered popcorn and friends,Cinemark 20 and XD,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNxMXB6RE1REAE,Movie theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJoyKG-Kd-oYcRAnV3bZn0Ljo,,A Google Maps review about a Movie theater. ###, Nice theater. Clean and spacious. Unpretentious. A place where you can watch decent films at decent prices. At least before they inevitably raise their prices. The only thing that really needs to be improved is the sound quality in the auditoriums. It’s not terrible but definitely could be better. ,A Google Maps review about a Movie theater. ###," The theater is located in The Mall Providence, RI. It has an great selection of newly released movies. We went there for the advantage of online ticketing for our tickets. The theater itself seems to be old but in pretty good shape. We enjoyed a couple of movies there and would definitely go back. "
,,,Fantastic meal.  Must go and save room for the carrot cake.,J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNJd2RDYVN3EAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," First time dining here and loved it. Delicious food, drinks and great customer service. Highly recommend this restaurant. ",A Google Maps review about a American restaurant. ###,Great food great red potatos  gotta have them 
,,,"Superb. The atmosphere was great. It was packed but the staff was efficient and friendly. Now that we are past that. This food was absolutely amazing. The steaks were delicious. The salad was great. No salt and pepper needed. The smoked salmon, we scrapped the plate. Then came the carrot cake. OMG. I seriously considered bringing out my inner child and licking the plate. I highly recommend. No. I didn’t lick the plate. Ohhhh and the lemonade, fantastic.",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNCa1pLb1dnEAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###, Great food and atmosphere. I've been a few times now and have really enjoyed it. ,A Google Maps review about a American restaurant. ###, What to say? Really good food and service. We were seated timely and place in the next available table. Our server Henry came to us and took our drink order and reset our table for us. Just an absolute wonderful experience. Exceeded our wildest expectations. Would definitely come again. 
,,,"A lovely meal with wonderful friends. The temperature for the patio seating was perfect, staff was attentive and food was delicious! 😍",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChdDSUhNMG9nS0VJQ0FnSURRNC1xZXJBRRAB,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," A staple of the Denver restaurant scene, Denver Steak House comes as a bit of a throwback, but with quality and flavor that shows it can still compete with the best of them.
If you haven't had prime rib, this is the place to come, as the cuts are large, flavorful, and come with some of the best au jus you'll find around. It helps that you have a lot of freedom to customize your meal, from the preparation to sides.
Add ons include a pretty good cheese ravioli as well as a delicious wedge salad (though the blue cheese dressing seemed to be store-bought, IMO.)
Don't skip the potatoes, though. I opted for the twice-baked",A Google Maps review about a American restaurant. ###," Went here for the first time today to try the burgers like they do take-out and they do it very big so if you were wanting some seetup can order everything to go! Extremely flavorful, come check it out.  Was ordered the double burger with cheshire cheese on a tostada (THE best combination). Plenty of seating indoors and out. Parked here and ordered them to go the same day. Huge potholes and cracked thresholds give the atmosphere some much needed spice. Will definitely be going back! They have 2 locations in Merriam, Kansas. "
,,,"The food was outstanding. The service was just okay. Our server did not give us very much attention. This was partly due to the restaurant being busy, but I was surprised to not be asked if I wanted a second drink. Overall, an enjoyable meal though.",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN3ai1tZVVREAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," Everything was so delicious. I had the peanut butter cookie ice cream sandwich for my dessert and sooooo worth it! Our waiter was so nice, definitely ask for him when you go. ",A Google Maps review about a American restaurant. ###, It's really delicious and nice atmosphere 
,,,"Awesome, attentive service.  The hosts were great and we were quick to be seated.  The restaurant is a very nice space filled with lots of wood.  The table was intimate and the lighting was nice.  Our waitress was very friendly and helpful. My half chicken was very good.  Juicy and nicely seasoned.  The fire roasted artichoke is a delicious appetizer.",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNRcWMtYS1nRRAB,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," Always a delightful space, with attentive servers, delicious salads and sandwiches and lovely outdoor seating. ",A Google Maps review about a American restaurant. ###," Excellent food and amazing service. Felt completely welcomed from the moment we walked in, the servers were all dressed in black pants and white shirts, a beneficial thing for my picky work-girl of a mother because if it's not the color white, it's not welcoming to me. They were super attentive and did everything they could to make it a great experience for us Naomi (return customer), Jasmine, and Ms Small. If we lived closer, we would be regulars! Overall a wonderful experience!! "
,,,Awesome and delicious place..good experience with my family.,J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNHOFpudklnEAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," This was my first time going to Tampa Bay Downs and I enjoyed it. Wide variety of food and drinks that you can purchase. Expensive, but expected since it's the track.

If you are going Make sure you take an Uber, there is no need to drive. Especially at 5pm when the bar starts. We waited 30 minutes for an Uber and it obviously took us longer to get home. Just take an Uber and spend the money for the night. They have no handicap shuttle, so it's a long walk from the back parking lot. If you have to walk from the back parking lot it's not handicap accessible. ",A Google Maps review about a American restaurant. ###, Excellent food crispy chicken salad was really good and cheese salad was really really good. Everything we had was really really good. We drove over an hour and worth it even with the drive 
,,,"Only Ordered the Salad, but a Good Salad

My date and I went to J. Alexander's for a quick workday lunch. It took a while to be seated (no complaints, because it was the lunch rush) and the table service made up for it because our server was prompt and efficient. We both wanted something light and landed on the same thing: the Thai Kai Salad ($16) with chicken, mixed greens, and peanuts tossed in a cilantro vinaigrette with Thai peanut sauce, along with a croissant on the side. It was a great salad and we both enjoyed it because the dressing was flavorful and tangy, had nice pieces of cold-yet-grilled chicken, and we left feeling full. I'm not sure if it was worth $16, but I can't say for certain it was not. One great thing about this salad was we were both productive at work and didn't feel sluggish.",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNBeXZicGZ3EAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," Good expirience. Ordered the Steak Burger Medium Rare
#NotMedium
Made aware of the chef offering rare burgers, took advantage. Was made aware of dangers and rarity of eating truely medium rare tenderloin burgers
Food came out Hot, Juicy and Delicious
Lunch tab 110 with tip ",A Google Maps review about a American restaurant. ###, The food was cooked perfect and the waitress was very nice end up here in the past☺️ 
,,,"LOVE the dark atmosphere w candles really sets a calming vibe. Server was all business, didn’t mind. They said any meal here with steak is their favorite. They also said queso was a must have and they were right. Extremely flavorful with shredded cooked spinach inside. Reminded me of spinach dip but way better. Calamari was good too, served w homemade marinara. Prices reflect the quality. Cant wait to come back next time we’re in the area. Staff were all professional and friendly. Mojito was the best I’ve ever had (ordered it virgin)",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChdDSUhNMG9nS0VJQ0FnSURoLWVtdXJ3RRAB,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###, One of the Best Steakhouses in KC ,A Google Maps review about a American restaurant. ###," The food was terrific, waitress was sweet and helpful. Can't beat the prices. Only regret is that the boys from Cooper are probably too old for the soda fountain now. But the nostalgia was fun. "
,,,"My wife and I ate here for our annual New Year's Eve dinner. It wasn't the first time we've eaten aJ. Alexander's either. Just like every other time, they brought their A-game. The salad are all mixed and tossed, steaks were cooked perfectly, their Mac & Cheese is heavenly and the side of broccoli was perfectly cooked through but still had a little crunch to the stalk. My hat's off to the kitchen staff!
Every time we have visited, the wait staff is friendly, attentive and very knowledgeable about the menu. They always seem to know exactly when to stop at the table for a drink refresher or the next course of the meal without making you wait to long or hovering. Also, unlike most other restaurants we have visited on NYE they didn’t give us a set amount of time before running is out. Instead, they let us sit at our table and enjoy our date night together.
Oh, I highly recommend the deviled eggs with camels bacon if it's on the menu when you go too.",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNFaGJMbjNnRRAB,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," Came here for Mother's Day for brunch with my family and 2 yrs old son.
We sat by the windows and it was really nice!

It's a nice place, there's parking and it's great for families. The food was very good and there's a lot of options to choose from. I could probably come here by my self and have a great brunch.

The staff was friendly but they weren't very organized they would forget things.

I would totally come back!  I think it's a great place! ",A Google Maps review about a American restaurant. ###," Eat here now ! its the best in town , the manager is super awesome . I recommend trying the roast beef sandwich its the best . A must if you live in the area . "
,,,"I tried this place again at the request of a friend. Unlike my first visit I was pleasantly surprised. The host was really nice, energetic and entertaining to our group. The entrées were served hot and fairly quick given the size of our group. Main course was good. For desert, the Powerhouse Pie was wonderful, filling, and shareable (recommended). So many different flavors on one fork. The chocolate cake was one of the most moist full flavored chocolate cakes I have tasted. I will be back as this place has turned a corner from my visit a couple years ago.",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChdDSUhNMG9nS0VJQ0FnSURDcHEyR21BRRAB,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###, Great experience and food was delicious! I would recommend forsure! ,A Google Maps review about a American restaurant. ###," I had the Monte Cristo and it was made to perfection. Start to finish the food was excellent. Friendly staff, and an excellent coffee. I highly recommend. "
,,,Good service and friendly environment,J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSURzaGJPcFlBEAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," Great brunch, drinks, service and atmosphere. My bff told me that I have to go here if I go to Boca. Lol! It was worth the hype! I definitely want to come back. ",A Google Maps review about a American restaurant. ###," Efficient and friendly service. The food is absolutely amazing. House pastries are to die for. I will continue to visit for fresh bakery items and superior donuts and coffee! Be sure to ask for Lindsay as your server, she is amazing. We were greeted and offered 30 minute VIP coupons for more perk than Starbucks sells these days. I can't wait to return! "
,,,"J. Alexander's Restaurant in Missouri is a true gastronomic haven, offering an unparalleled dining experience that leaves guests longing for more. The elegant, warm atmosphere is complemented by the exceptional service, making you feel welcome from the moment you step through the door.

The menu boasts a diverse array of exquisite dishes, masterfully crafted by a team of culinary experts. A standout feature of J. Alexander's is their commitment to top-notch presentation, ensuring every plate is a visual masterpiece. Pair your meal with their extensive wine selection or indulge in one of their decadent, house-made desserts for the ultimate finale to your dining experience.

J. Alexander's Restaurant in Missouri is a must-visit destination for food connoisseurs and casual diners alike. It is the epitome of fine dining, blending culinary artistry with exceptional hospitality to create an unforgettable experience. Don't miss out on this hidden gem in the heart of Missouri!",J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNScUwzSEVBEAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###, Delicious food. Nice ambience. Good service. ,A Google Maps review about a American restaurant. ###," Great food, good prices, friendly service. Always goto Sheri's for lunch "
,,,Chicken salad - with cornbread croutons. That will be all,J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNxcUtpRnd3RRAB,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," Good food, fast service, and a good value. ",A Google Maps review about a American restaurant. ###, We came here after a wedding. The wedding steak was exceptional and the service was excellent. The prices are reasonable and right in the middle of a financial crisis. Not exactly the kind of place that you’re going for a special occasion but we don’t blame the entrees. 
,,,This restaurant gets a Macaroni and Cheese pass. If you love mac and cheese go get some here. My fiancee thought the steak was fantastic as well. We enjoyed our first time,J. Alexander's Restaurant (Overland Park Grill),,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMyaU9TbERBEAE,American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJpyLrYUDqwIcRrTCQj7BhkXU,,A Google Maps review about a American restaurant. ###," I have been going to the Ocean club for years. Today however was was a very unpleasant experience. I’ve never had a problem with seating before, however I was told upon a arrival that party of 5 cannot sit outside. I don’t understand why as everyone sat outside including a party of 8 that had just arrived. It took a manager to resolve the situation, other wise I had planned to leave. One of my guests didn’t enjoy their meal, therefore I understand how restaurants may want customer satisfaction. However in the very least I had assumed there would be some sort of action on the managers part i.e fix the meal or at worst take it off the bill. This was not the case however the manager did",A Google Maps review about a American restaurant. ###, One dollar for shrimp were fantastic! 
